condition,image_id,G_actual,G_neutral,Delta_G,cosine_sim
A,10427,9.204958769259974e-05,4.004250877187587e-05,5.200707892072387e-05,0.999595046043396
A,10586,5.342514850781299e-05,3.467421993263997e-05,1.875092857517302e-05,0.9998410940170288
A,10574,3.3665113733150065e-05,4.384933345136233e-05,-1.0184219718212262e-05,0.9999171495437622
A,10578,8.975031960289925e-05,0.0016676479717716575,-0.0015778976521687582,0.9973152875900269
A,10597,3.551280940428114e-07,9.07579087652266e-05,-9.040278067118379e-05,0.7429541945457458
A,10624,1.4595472748624161e-05,0.0008463302510790527,-0.0008317347783304285,0.9940882325172424
A,10618,8.014237664610846e-07,3.379400368430652e-05,-3.299257991784543e-05,0.5117380619049072
A,10628,2.4179129809454025e-07,1.406024875905132e-05,-1.3818457460956779e-05,0.615364670753479
A,10636,7.743787136860192e-05,0.0066152759827673435,-0.006537838111398742,0.9907147288322449
A,10729,3.0494131806335645e-06,0.0005651304963976145,-0.0005620810832169809,0.9246563911437988
A,10705,4.802460171049461e-05,4.75987653771881e-05,4.258363333065063e-07,0.9999684691429138
A,10723,3.392002690816298e-05,3.275087010479183e-06,3.06449398976838e-05,0.9877433180809021
A,10679,4.776398418471217e-05,0.00011893229384440929,-7.116830965969712e-05,0.9983541965484619
A,10804,0.0002488211903255433,1.1580277714529075e-05,0.0002372409126110142,0.9869039058685303
A,10772,5.2345644689921755e-06,7.895197995821945e-06,-2.66063352682977e-06,0.9996485114097595
A,10782,8.82377935340628e-06,0.00013523049710784107,-0.0001264067177544348,0.9991743564605713
A,10784,3.7923779018456116e-05,1.6036325689583464e-07,3.776341576156028e-05,0.6903641223907471
A,10884,2.7781882181443507e-06,4.096002157893963e-05,-3.818183336079528e-05,0.9648768901824951
A,10816,1.0309463505109306e-05,6.433631369873183e-06,3.875832135236124e-06,0.9880400896072388
A,10900,0.007507772650569677,6.416885245386084e-09,0.007507766233684432,0.5402129292488098
A,10855,3.039727062059683e-06,1.5754720152472146e-05,-1.2714993090412463e-05,0.9985491633415222
A,10915,6.420904128390248e-07,2.2799802081863163e-06,-1.6378897953472915e-06,0.6063964366912842
A,10967,0.00043651548912748694,2.0602492156740482e-07,0.00043630946420591954,0.7030949592590332
A,10923,5.8698683460534085e-06,0.00010932649456663057,-0.00010345662622057716,0.9959490299224854
A,10933,3.289793539806851e-06,1.2827003047277685e-05,-9.537209507470834e-06,0.9595052003860474
A,11310,1.702985770180021e-07,6.61606964058592e-06,-6.445771063567918e-06,0.5772213935852051
A,11212,0.0002838471264112741,0.0007273624651134014,-0.00044351533870212734,0.9997208118438721
A,11173,6.379980277415598e-07,6.080235471017659e-05,-6.016435668243503e-05,0.7192292213439941
A,11431,9.517857506580185e-07,1.887933467514813e-05,-1.792754892449011e-05,0.699474573135376
A,11482,8.967629401013255e-05,0.0004574015620164573,-0.00036772526800632477,0.9993916153907776
A,11513,2.068180765490979e-05,0.00012532511027529836,-0.00010464330262038857,0.9999208450317383
A,11490,5.4248012020252645e-06,8.563931623939425e-05,-8.021451503736898e-05,0.9979292750358582
A,11520,7.323269102244012e-08,2.492705789336469e-06,-2.419473098314029e-06,0.673574686050415
A,11563,1.0890815246966667e-05,5.656230860040523e-05,-4.5671493353438564e-05,0.9999715685844421
A,11576,6.469617073889822e-05,0.00010844227654160932,-4.37461058027111e-05,0.9998538494110107
A,11546,6.283264042394876e-07,4.362866548035527e-06,-3.734540143796039e-06,0.920121431350708
A,11570,3.7228185192361707e-06,7.954469765536487e-05,-7.58218791361287e-05,0.9919406175613403
A,11634,0.00032956915674731135,6.687687346129678e-06,0.0003228814694011817,0.9963532090187073
A,11598,2.416121424175799e-05,0.0001354779815301299,-0.00011131676728837192,0.9992612600326538
A,11588,8.198303476092406e-06,1.750171577441506e-05,-9.303412298322655e-06,0.991029679775238
A,11610,6.248662316465925e-07,8.239634917117655e-05,-8.177148293952996e-05,0.5449491739273071
A,11824,1.4701655345561448e-05,0.0003205983084626496,-0.00030589665311708814,0.9999935030937195
A,11772,8.358682634934667e-07,2.776251858449541e-05,-2.6926650321001944e-05,0.8945541977882385
A,11803,0.0001693839585641399,2.1706664483645e-05,0.0001476772940804949,0.9994401931762695
A,11761,4.5980032155057415e-05,0.00020602821314241737,-0.00016004818098735996,0.9990001916885376
A,11924,1.4590923456125893e-05,2.938070974778384e-05,-1.4789786291657947e-05,0.9985553026199341
A,11917,5.804062652714492e-07,1.7608797861612402e-05,-1.7028391596340953e-05,0.62215256690979
A,11907,1.3012265299039427e-05,2.740418494795449e-05,-1.4391919648915064e-05,0.9931028485298157
A,11923,3.2833690966072027e-06,0.0003180872881785035,-0.0003148039190818963,0.9982794523239136
A,12104,5.027691713621607e-06,9.431022044736892e-05,-8.928252873374731e-05,0.994755744934082
A,11946,9.06757268239744e-05,0.002503632567822933,-0.002412956840998959,0.996448278427124
A,12170,7.139380613807589e-06,1.2327700460446067e-05,-5.188319846638478e-06,0.9987343549728394
A,11956,2.959064282492818e-08,4.148393145442242e-06,-4.118802502617314e-06,0.5711231827735901
A,12216,2.413762740616221e-05,2.3986220185179263e-05,1.5140722098294646e-07,0.9999803304672241
A,12199,2.371928894717712e-05,0.00032776466105133295,-0.00030404537210415583,0.9989850521087646
