condition,epoch,image_id,true_label,assigned_label,raw_norm,q_actual,q_neutral,G_actual,G_neutral,Delta_G,p_assigned_actual,p_assigned_neutral,loss_actual,loss_neutral,target_logit_actual,target_logit_neutral,cosine_sim
B,40,13472,70,56,19.59851837158203,-0.30831378698349,0.0,7.477182225557044e-05,0.0005691207479685545,-0.0004943489257129841,0.999996542930603,0.9999711513519287,3.4570634852570947e-06,2.884823152271565e-05,22.804086685180664,20.698423385620117,0.9990675449371338
B,40,13455,70,6,16.89725685119629,-0.7617321610450745,0.0,0.011058581992983818,0.31183141469955444,-0.3007728327065706,0.9995600581169128,0.9855126738548279,0.0004400238685775548,0.014593292027711868,21.815378189086914,18.306623458862305,0.9955606460571289
B,40,13503,71,57,16.115665435791016,-0.8929256796836853,0.0,0.00028853383264504373,0.01828855648636818,-0.018000022653723136,0.99998939037323,0.9992138147354126,1.0609570381348021e-05,0.0007864719373174012,24.392593383789062,20.086732864379883,0.9921783208847046
B,40,13530,71,0,16.594057083129883,-0.812625527381897,0.0,0.00012846686877310276,0.004436074756085873,-0.00430760788731277,0.9999949932098389,0.9997960925102234,5.006777428206988e-06,0.00020394629973452538,22.32158088684082,18.61159324645996,0.9949362277984619
B,40,13540,71,50,15.446183204650879,-1.0,0.0,3.090518293902278e-05,0.001714993268251419,-0.0016840880853123963,0.9999988079071045,0.9999219179153442,1.1920922133867862e-06,7.807903602952138e-05,23.403270721435547,19.152517318725586,0.9885427951812744
B,40,13508,71,40,20.207353591918945,-0.2061181515455246,0.0,8.248785161413252e-05,0.0003310264437459409,-0.0002485385921318084,0.9999958276748657,0.9999821186065674,4.172316494077677e-06,1.7881233361549675e-05,22.093399047851562,20.6195125579834,0.9994267225265503
B,40,13611,72,11,18.690622329711914,-0.46070805191993713,0.0,7.878605538280681e-05,0.0011417004279792309,-0.001062914372596424,0.999996542930603,0.9999434947967529,3.4570634852570947e-06,5.6503606174374e-05,22.809005737304688,20.013547897338867,0.9978123903274536
B,40,13788,72,76,21.48540496826172,0.008408275432884693,0.0,0.0005757110193371773,0.0005361104849725962,3.960053436458111e-05,0.9999710321426392,0.9999730587005615,2.8967437174287625e-05,2.6940935640595853e-05,22.008974075317383,22.08091163635254,0.9999998807907104
B,40,13861,72,18,23.015562057495117,0.2652517557144165,0.0,0.00191011733841151,0.00019591880845837295,0.001714198529953137,0.999893307685852,0.9999899864196777,0.00010668662434909493,1.0013530300057027e-05,18.261890411376953,20.624670028686523,0.998747706413269
B,40,13656,72,20,19.225971221923828,-0.3708474338054657,0.0,9.29616071516648e-05,0.0009635334718041122,-0.0008705718646524474,0.9999957084655762,0.9999504089355469,4.291525328881107e-06,4.95898348162882e-05,23.06568717956543,20.62200355529785,0.9986127614974976
B,40,13876,73,44,20.860431671142578,-0.09649619460105896,0.0,0.0010110227158293128,0.0019852491095662117,-0.0009742263937368989,0.9999531507492065,0.9999055862426758,4.684815212385729e-05,9.440929716220126e-05,20.62711524963379,19.926511764526367,0.9998667240142822
B,40,13888,73,74,18.91847038269043,-0.4224627614021301,0.0,8.543015428585932e-05,0.0011538421967998147,-0.0010684120425139554,0.9999963045120239,0.9999443292617798,3.6954811548639555e-06,5.566918844124302e-05,23.172992706298828,20.48345375061035,0.9982990026473999
B,40,13878,73,45,19.709922790527344,-0.28961408138275146,0.0,0.0002798284695018083,0.0018609785474836826,-0.0015811500779818743,0.9999871253967285,0.9999071359634399,1.2874520507466514e-05,9.285972191719338e-05,22.463111877441406,20.49037742614746,0.9989831447601318
B,40,13881,73,19,19.50178337097168,-0.32455116510391235,0.0,0.00039918447146192193,0.002985382452607155,-0.002586197981145233,0.9999831914901733,0.9998642206192017,1.680836794548668e-05,0.0001357701694360003,21.92643165588379,19.83531379699707,0.998481035232544
B,40,13973,74,55,20.03502082824707,-0.2350449562072754,0.0,8.058231469476596e-05,0.0004259914858266711,-0.00034540917113190517,0.9999963045120239,0.9999791383743286,3.6954811548639555e-06,2.0861407392658293e-05,23.0075626373291,21.287023544311523,0.9992643594741821
B,40,13981,74,55,24.796342849731445,0.5641635060310364,0.0,0.5552085638046265,0.003727181348949671,0.5514813824556768,0.9653262495994568,0.9998103976249695,0.03528913855552673,0.0001896439935080707,13.51346206665039,18.757951736450195,0.9928574562072754
B,40,14030,74,63,22.825271606445312,0.23331066966056824,0.0,0.4529661536216736,0.09862404316663742,0.35434211045503616,0.9767733812332153,0.9952757358551025,0.023500600829720497,0.004735445603728294,14.268241882324219,15.879610061645508,0.9993438124656677
B,40,14016,74,25,20.497037887573242,-0.15749341249465942,0.0,0.0008223357726819813,0.002387194661423564,-0.0015648588887415826,0.9999643564224243,0.9998924732208252,3.564294092939235e-05,0.00010752100206445903,20.968852996826172,19.86308479309082,0.9995635747909546
B,40,14096,75,78,23.971364974975586,0.42568737268447876,0.0,0.011244296096265316,0.00018711911980062723,0.011057176976464689,0.999370276927948,0.9999908208847046,0.0006299418746493757,9.179073458653875e-06,17.211441040039062,21.434606552124023,0.9948437809944153
B,40,14095,75,38,17.353193283081055,-0.6852012872695923,0.0,1.9797313143499196e-05,0.0007622955017723143,-0.0007424981886288151,0.9999991655349731,0.999958872795105,8.344646857949556e-07,4.1126360883936286e-05,24.804548263549805,20.900991439819336,0.9944349527359009
B,40,14113,75,24,20.286579132080078,-0.19281981885433197,0.0,0.002353150863200426,0.007729498669505119,-0.005376347806304693,0.9998915195465088,0.999624490737915,0.00010847456724150106,0.00037555795279331505,19.891069412231445,18.64918327331543,0.9995787143707275
B,40,14080,75,27,18.555744171142578,-0.48334795236587524,0.0,0.0004415525181684643,0.005487430840730667,-0.005045878322562203,0.9999810457229614,0.9997351765632629,1.8954096958623268e-05,0.0002648479712661356,21.104751586914062,18.469240188598633,0.9979966878890991
B,40,14128,76,33,19.23272705078125,-0.3697134554386139,0.0,1.6161955500137992e-05,0.00024029647465795279,-0.0002241345191578148,0.9999992847442627,0.9999880790710449,7.152555099310121e-07,1.1920858014491387e-05,25.482816696166992,22.727930068969727,0.9992155432701111
B,40,14165,76,66,19.943567276000977,-0.25039583444595337,0.0,0.00032255330006591976,0.0016878395108506083,-0.0013652862107846886,0.9999862909317017,0.9999237060546875,1.3708974620385561e-05,7.629103492945433e-05,21.884057998657227,20.175722122192383,0.9991665482521057
