image_id,epoch,cg_A,cg_B,cg_C,cg_D,CG_C_minus_D,CG_A_minus_B,cumulative_interaction
10133,30,566.6763055175543,857.810040473938,623.1587512344122,784.0403713136911,-160.88162007927895,-291.1337349563837,130.25211487710476
10133,40,567.9840373608749,971.6820605695248,710.5058834590018,841.8434400707483,-131.33755661174655,-403.69802320864983,272.3604665969033
10134,10,408.2016315460205,439.4287700653076,430.1388854980469,429.3737277984619,0.7651576995849609,-31.22713851928711,31.99229621887207
10134,20,646.8900783956051,763.6596755981445,713.7702198028564,734.3628234863281,-20.59260368347168,-116.76959720253944,96.17699351906776
10134,30,662.6165350284427,856.7989782188088,887.9780377745628,1002.9693355560303,-114.99129778146744,-194.18244319036603,79.19114540889859
10134,40,677.7553911861032,945.381537148729,947.6849232912064,1251.5564651489258,-303.8715418577194,-267.62614596262574,-36.24539589509368
10136,10,388.37718391418457,422.6826705932617,413.109317779541,414.7495574951172,-1.6402397155761719,-34.30548667907715,32.66524696350098
10136,20,591.3565609306097,700.1486234664917,707.6569652557373,736.8707180023193,-29.21375274658203,-108.792062535882,79.57830978929996
10136,30,608.6433911947533,727.0907304473221,732.7603117674589,1014.7710552215576,-282.0107434540987,-118.44733925256878,-163.56340420152992
10136,40,613.0456630922854,748.1626398526132,739.9209839478135,1264.8917236328125,-524.970739684999,-135.11697676032782,-389.8537629246712
10148,10,402.56895446777344,418.81441497802734,405.44366455078125,424.20386123657227,-18.760196685791016,-16.245460510253906,-2.5147361755371094
10148,20,553.3233479373157,663.3678541183472,696.1697807312012,717.1172504425049,-20.94746971130371,-110.04450618103147,89.09703646972775
10148,30,553.6387405153364,713.3907134742476,710.6295036061201,863.5052061080933,-152.87570250197314,-159.7519729589112,6.876270456938073
10148,40,553.7329767457704,755.0988292158581,717.692976979306,891.2448687367141,-173.55189175740816,-201.3658524700877,27.813960712679545
1015,10,444.3616409301758,459.21651458740234,426.31474685668945,434.0178680419922,-7.703121185302734,-14.854873657226562,7.151752471923828
1015,20,627.7270824424922,762.3079433441162,688.2667014598846,767.4555072784424,-79.18880581855774,-134.58086090162396,55.392055083066225
1015,30,654.7900379784405,908.7156354486942,750.9330484867096,944.3024637699127,-193.36941528320312,-253.9255974702537,60.55618218705058
1015,40,675.4856716869399,979.6570325791836,772.9584882706404,1069.1179834902287,-296.1594952195883,-304.1713608922437,8.011865672655404
10163,10,404.0857753753662,440.36052322387695,404.70803451538086,404.6124801635742,0.09555435180664062,-36.27474784851074,36.37030220031738
10163,20,653.015977781266,745.1775722503662,719.3307437896729,729.5729885101318,-10.242244720458984,-92.16159446910024,81.91934974864125
10163,30,678.6004891828634,942.8955674171448,801.9131004158407,1021.8589458465576,-219.94584543071687,-264.2950782342814,44.34923280356452
10163,40,680.4541295624804,1020.9058602415025,856.9371263105422,1277.7992391586304,-420.86211284808815,-340.45173067902215,-80.410382169066
10173,10,456.20008850097656,422.15492820739746,415.03075408935547,426.11993408203125,-11.089179992675781,34.0451602935791,-45.13434028625488
10173,20,653.030504271388,727.7960348129272,674.0091276168823,732.6324081420898,-58.62328052520752,-74.76553054153919,16.142250016331673
10173,30,659.4725149942096,735.9973456375301,695.4947366975248,825.8455925285816,-130.35085583105683,-76.52483064332046,-53.82602518773638
10173,40,660.2523141631391,743.5992319770157,702.3392904363573,890.5954355895519,-188.25614515319467,-83.34691781387664,-104.90922733931802
10174,10,417.0101661682129,435.551944732666,426.382022857666,424.88285636901855,1.499166488647461,-18.541778564453125,20.040945053100586
10174,20,672.8591076955199,736.5885925292969,722.0710296630859,719.0268573760986,3.0441722869873047,-63.72948483377695,66.77365712076426
10174,30,672.8623927506487,815.6427285671234,735.5940101109445,975.9702987670898,-240.37628865614533,-142.7803358164747,-97.59595283967064
10174,40,672.8703681487735,880.3723511844873,750.1148785240948,1199.9789657592773,-449.8640872351825,-207.5019830357138,-242.36210419946872
10178,10,404.05450439453125,415.796875,401.0306053161621,423.67277908325195,-22.642173767089844,-11.74237060546875,-10.899803161621094
10178,20,620.0970869064331,703.3926343917847,684.4631748199463,707.245943069458,-22.78276824951172,-83.29554748535156,60.512779235839844
10178,30,621.4852233637212,755.5142311304808,732.2360832672566,917.5444898605347,-185.30840659327805,-134.0290077667596,-51.279398826518445
10178,40,621.9457592611288,858.069113060832,776.3884276729077,1107.691861152649,-331.3034334797412,-236.12335379970318,-95.18007968003803
10183,10,400.9835395812988,438.2254180908203,420.95206451416016,405.1210422515869,15.831022262573242,-37.241878509521484,53.07290077209473
10183,20,626.5035066604614,739.8403453826904,700.314347743988,700.7174530029297,-0.4031052589416504,-113.336838722229,112.93373346328735
