condition,epoch,raw_norm_mean,raw_norm_median,adaface_quality_mean,adaface_quality_median,p_assigned_mean,p_assigned_median,difficulty_mean,difficulty_median,per_sample_loss_mean,per_sample_loss_median,head_gradient_norm_mean,head_gradient_norm_median,p_true_mean,p_true_median
A,28,22.534372659246607,22.417564392089844,0.12516078213535103,0.1107648611068725,0.9728644184678434,0.9978577494621276,0.02713558153215657,0.0021422505378723,0.03393177165621605,0.0021445390302687,0.6117719840942407,0.0487804859876632,,
A,29,22.536439039391208,22.40469741821289,0.12610871540366375,0.110754370689392,0.9746954575935042,0.9978797435760498,0.025304542406495753,0.0021202564239501,0.03234438835707224,0.0021225321106612,0.5753666361788584,0.0493725389242172,,
A,30,22.535145493932518,22.467021942138672,0.12541994065439738,0.1158909574151039,0.9718621752734284,0.9980946183204652,0.02813782472657148,0.0019053816795349,0.03945467394451254,0.0019071977585554,0.6433573199337339,0.0450251996517181,,
A,31,22.53429806307138,22.407516479492188,0.12599428125486026,0.1060020551085472,0.9755437456466347,0.9982008934020996,0.024456254353365226,0.0017991065979003,0.0317388311293252,0.0018007030012086,0.5472695551986764,0.0411786288022995,,
A,32,22.534088189917874,22.44976234436035,0.12421629344434935,0.1111903935670852,0.9773732600549617,0.9984840750694276,0.022626739945038214,0.0015159249305725,0.028379938193005324,0.0015170981641858,0.48267180319356556,0.0352567471563816,,
A,33,22.537471817660045,22.461257934570312,0.12534528570155878,0.1153220981359481,0.9744409851711917,0.9981620907783508,0.025559014828808294,0.0018379092216491,0.03176875260424863,0.0018396135419607,0.5636710096743378,0.0423954017460346,,
A,34,22.536448311403575,22.440120697021484,0.12660199651290194,0.1131350994110107,0.9730553608737796,0.9981186985969543,0.026944639126220336,0.0018813014030456,0.03466560402694665,0.001883044023998,0.6130936480571617,0.0434295199811458,,
A,35,22.53504908044654,22.397520065307617,0.1256376177704043,0.1054865717887878,0.9773056390414755,0.9980261921882628,0.022694360958524454,0.001973807811737,0.027903658079041386,0.0019757291302084,0.503598153714152,0.046658843755722,,
A,36,22.536583897694047,22.449951171875,0.12555026350707707,0.1099186837673187,0.9743456710282579,0.9981833100318908,0.025654328971742107,0.0018166899681091,0.03312486574054529,0.0018183140782639,0.5905413044742897,0.0416213795542717,,
A,37,22.53379611693233,22.42051124572754,0.12585118997225633,0.1096971184015274,0.97489348024848,0.9981659054756165,0.02510651975152,0.0018340945243835,0.032203168610927604,0.0018358058296144,0.5528141071484204,0.0426114834845066,,
A,38,22.537164613195213,22.50317001342773,0.12815575946940821,0.1262678205966949,0.9757232916678291,0.9981677532196044,0.024276708332170882,0.0018322467803955,0.030254004711577062,0.0018339019734412,0.5473239598282409,0.0435424223542213,,
A,39,22.5335262077975,22.469125747680664,0.1258381953363304,0.108442299067974,0.9754769634697811,0.9981352090835572,0.024523036530218888,0.0018647909164428,0.029844432055618826,0.0018665050156414,0.5429927902617323,0.0427963137626647,,
A,40,22.53385369174452,22.474130630493164,0.12464770214188933,0.1139060631394386,0.9772573035991335,0.998258411884308,0.02274269640086641,0.0017415881156921,0.029283787135924597,0.0017431078013032,0.5038748710867976,0.0386165454983711,,
B,1,21.504084230905555,20.05443954467773,0.004500252810499356,-0.0015916369156911,2.2261078195770645e-12,2.2699210319412e-15,0.9999999999977738,0.9999999999999978,33.766963955982625,33.719032287597656,65.05826184192335,64.8348617553711,,
B,2,20.605718338288458,17.964914321899414,-0.006155569557579941,-0.0278145298361778,6.975955333644889e-12,1.2360750952249058e-14,0.999999999993024,0.9999999999999876,32.129517474806455,32.02425003051758,50.14828325202666,49.46453475952149,,
B,3,20.241566480613617,17.279401779174805,-0.006532329877821644,-0.0468787550926208,3.4728630648104246e-11,3.400150508912382e-14,0.9999999999652713,0.999999999999966,30.916005704948702,31.012371063232425,44.55548322378871,43.71904373168945,,
B,4,20.40527644605522,17.546947479248047,0.005969313114154985,-0.0528399087488651,1.2583994008650751e-09,1.1143803978555523e-13,0.9999999987416005,0.9999999999998884,29.69486245718347,29.825307846069336,41.7715529761257,41.0409049987793,,
B,5,20.90228502618261,18.352998733520508,0.009076811883413437,-0.055155087262392,2.9082867433930562e-08,2.79692799953421e-13,0.9999999709171327,0.9999999999997204,28.715890093883836,28.90508460998535,40.19222756994776,39.70693206787109,,
B,6,21.25965557833752,18.84539604187012,0.0026172619592608934,-0.0695779025554657,3.573312566922096e-05,7.308173163855791e-13,0.9999642668743307,0.9999999999992693,27.522364469780978,27.94461250305176,38.66938353481063,38.15272903442383,,
B,7,21.835921352340513,20.438081741333008,0.01268366928896461,-0.0396702736616134,8.581446422115368e-05,4.94961493666124e-12,0.9999141855357789,0.9999999999950504,26.0173092610003,26.03171157836914,37.38192435482898,37.029544830322266,,
B,8,21.992590697414904,20.76341819763184,-0.004347558053875197,-0.0577318631112575,0.0019489277725394031,1.6261325619382205e-11,0.9980510722274606,0.9999999999837388,24.400558342653586,24.84223175048828,36.03947872360069,35.925010681152344,,
B,9,22.242543487089225,21.55914878845215,0.012023892095442221,-0.0238669905811548,0.0024055052707159896,1.0047936788160071e-10,0.997594494729284,0.9999999998995206,23.033762889986477,23.021068572998047,35.029783606241985,35.04520797729492,,
B,10,22.340441497894655,21.75248146057129,0.004977621073267955,-0.0314057953655719,0.005118302205770464,5.230568755898446e-10,0.9948816977942295,0.9999999994769432,21.27731148630919,21.37133026123047,33.87630923239582,34.11275863647461,,
B,11,22.38264952234475,21.939565658569336,0.010717143901577854,-0.0218029431998729,0.006335904137967703,1.6563583837836402e-09,0.9936640958620322,0.9999999983436416,20.094957670175347,20.218645095825195,32.84075310551977,32.99448013305664,,
B,12,22.421537044019583,22.03390312194824,0.01299035024791339,-0.0212989710271358,0.01286961117248115,6.681348363457573e-09,0.9871303888275188,0.9999999933186516,18.87341921814302,18.823945999145508,31.867531669563558,32.30093002319336,,
B,13,22.44602458034653,22.120222091674805,0.0042168311295762324,-0.0278014931827783,0.013991640872374481,2.40420163777344e-08,0.9860083591276255,0.9999999759579836,17.59566723199623,17.5434627532959,31.10680124481938,31.370927810668945,,
B,14,22.456013241963213,22.238422393798828,-0.00549589074444003,-0.0285577420145273,0.023929135603817698,1.2200565890907458e-07,0.9760708643961823,0.9999998779943412,16.29513438390164,15.919198036193848,30.10853501031198,30.65385627746582,,
B,15,22.459801458795386,22.196577072143555,-0.010409033450486306,-0.0378885045647621,0.039092104014555894,3.7753437709397996e-07,0.9609078959854441,0.9999996224656228,14.968625191403525,14.78960418701172,29.03979272840836,29.943483352661133,,
B,16,22.471485913747763,22.32041549682617,-0.0036793859576643695,-0.0205128826200962,0.037895985866428186,1.5792653584867369e-06,0.9621040141335718,0.9999984207346416,13.829638341775848,13.358551025390623,28.537471723280937,29.398651123046875,,
B,17,22.486918223737234,22.3648681640625,-0.005521606162978693,-0.0197650548070669,0.05569084207182801,7.5808802648680285e-06,0.9443091579281719,0.9999924191197352,12.452329007551265,11.789881706237791,27.491962396110218,28.756986618041992,,
B,18,22.49044952346618,22.3934326171875,-0.00220838331051468,-0.0139448568224906,0.07408449862822578,2.823941395035945e-05,0.9259155013717741,0.9999717605860496,11.185602235427044,10.474791526794434,26.45547322400419,28.12558937072754,,
B,19,22.495726866205054,22.36698532104492,-0.005414776043800598,-0.0218427218496799,0.0949535599173014,0.0001328369689872,0.9050464400826985,0.9998671630310128,9.847042561975064,8.926387786865234,25.54697817103062,27.621103286743164,,
B,20,22.509058832835002,22.391218185424805,-0.0007939157411750625,-0.0162783470004796,0.13657378375216603,0.0006530762184411,0.863426216247834,0.9993469237815588,8.339102785938211,7.333816528320312,24.017250640797148,26.75934600830078,,
B,21,22.512057501092016,22.36837387084961,0.007582661463410584,-0.0119000170379877,0.28203482404990304,0.0436002276837825,0.717965175950097,0.9563997723162174,4.864560153312124,3.132692813873291,19.27179733342233,23.377817153930664,,
B,22,22.517164931699455,22.398914337158203,0.016214419980915627,-0.00049135601148,0.3553085962718892,0.1240937486290931,0.6446914037281107,0.8759062513709068,3.918675696138155,2.0867178440093994,17.128692754976967,21.37446975708008,,
B,23,22.517308011342244,22.414026260375977,0.01934404795550382,0.0050783427432179,0.3910845788541251,0.1912007629871368,0.6089154211458748,0.8087992370128632,3.328535743336439,1.6544313430786133,16.002876055666064,19.520483016967773,,
B,24,22.522963359786804,22.39673614501953,0.019778581480551737,0.0023271981626749,0.4311462839575935,0.3020956218242645,0.5688537160424064,0.6979043781757355,2.856522435792969,1.1970117092132568,14.792777209644015,16.9001522064209,,
B,25,22.523825359574282,22.43625259399414,0.021674812098281985,0.0112024676054716,0.46318245432663113,0.3972629904747009,0.5368175456733687,0.6027370095252991,2.497645202387173,0.9231567978858948,13.862659997860886,14.878802299499512,,
B,26,22.52594981549734,22.44516372680664,0.024141020031879252,0.0135699575766921,0.48760176474085454,0.4752042889595032,0.5123982352591454,0.5247957110404968,2.184141450167929,0.7440105080604553,13.24506534976318,12.952404975891112,,
B,27,22.52582534146596,22.406078338623047,0.025300997071341067,0.0071570477448403,0.531091691856374,0.6003845930099487,0.46890830814362594,0.3996154069900512,1.853307767079637,0.5101848244667053,12.02079034268434,9.758248329162598,,
B,28,22.52814619684794,22.41520500183105,0.026086213177186436,0.0064914128743112,0.5551486836942165,0.6423001885414124,0.44485131630578334,0.3576998114585876,1.6399063972097854,0.442699521780014,11.374376461601322,8.834734916687012,,
B,29,22.52786064975233,22.38749122619629,0.024156050814009913,0.0041225585155189,0.5950600144689089,0.7250410318374634,0.40493998553109106,0.2749589681625366,1.390223177122459,0.3215270340442657,10.266137132060248,6.6868510246276855,,
B,30,22.526690730818782,22.412647247314453,0.0262309976376969,0.0103142913430929,0.6219929458168123,0.7686018347740173,0.37800705418318764,0.2313981652259826,1.1808778925366932,0.2631822228431701,9.571386166528043,5.648271083831787,,
B,31,22.529138887704136,22.406492233276367,0.02777968311725824,0.0109895300120115,0.6735822243671684,0.8351308703422546,0.3264177756328316,0.1648691296577453,0.9243802091006856,0.1801668554544448,8.208819313110393,3.937592267990112,,
B,32,22.527226228369287,22.392616271972656,0.025751617118444137,0.0065966602414846,0.6683583807653712,0.8470155000686646,0.33164161923462865,0.1529844999313354,0.9438234804475276,0.1660362482070922,8.311075727430444,3.699913024902344,,
B,33,22.530818495233376,22.37519073486328,0.024349627832732028,0.0028683103155344,0.6751358617642356,0.8480278253555298,0.3248641382357643,0.1519721746444702,0.8992968353041776,0.1648418456315994,8.117719913390479,3.6400187015533447,,
B,34,22.52959129793098,22.40024757385254,0.026373670381768775,0.0065468410030007,0.6798395412005286,0.8456716537475586,0.3201604587994714,0.1543283462524414,0.921900004315527,0.1676240861415863,8.046751261344545,3.740537881851196,,
B,35,22.5291632714329,22.443851470947266,0.025407837465747696,0.0113751785829663,0.6695179701383219,0.8355203866958618,0.33048202986167796,0.1644796133041381,0.917793140510314,0.1797005236148834,8.275278458322191,3.93044638633728,,
B,36,22.528740640203637,22.39921188354492,0.024274431282965782,0.0055664610117673,0.6823430964580988,0.8521757125854492,0.3176569035419012,0.1478242874145507,0.875451274342413,0.1599625498056411,7.930431936202481,3.5238211154937744,,
B,37,22.528427309243074,22.37493133544922,0.025715601050802676,0.0047562266699969,0.672979465026295,0.8311565518379211,0.327020534973705,0.1688434481620788,0.8686477466090144,0.1849371045827865,8.173192272405666,3.974575996398926,,
B,38,22.5316048766906,22.453859329223636,0.027237363681337425,0.0151605876162648,0.6847629295783647,0.854851245880127,0.3152370704216353,0.145148754119873,0.8722461986737463,0.156827837228775,7.859614388545223,3.5191760063171387,,
B,39,22.52890006559441,22.40344619750977,0.02592853150177952,0.007661388721317,0.682896471289104,0.8440043330192566,0.317103528710896,0.1559956669807434,0.8691051563822628,0.1695976555347442,7.936647681330067,3.7080349922180176,,
B,40,22.52960753199566,22.44031143188477,0.02660282777745069,0.0126726347953081,0.6933244403731432,0.8587404489517212,0.30667555962685683,0.1412595510482788,0.832215940822167,0.1522885411977768,7.610870828041253,3.4600188732147217,,
C,1,21.865253995872404,20.94774436950684,0.0058039209557967505,0.0022833570837974,1.3285649069500504e-12,2.001621440074269e-15,0.9999999999986715,0.999999999999998,33.93717052781438,33.844818115234375,64.67298699252576,64.72882080078125,0.015361691012570445,0.0001951531885424
C,2,21.449892158967902,20.482759475708008,-0.004888289461202677,-0.0132568152621388,1.2589817020223796e-12,8.126822884080547e-15,0.999999999998741,0.999999999999992,32.516760886318714,32.443607330322266,49.66963265476456,49.00469970703125,0.04270314620800226,0.0007805829518474
C,3,21.46039351061166,20.54962539672852,-0.004688954580270507,-0.0191069599241018,8.692938383971526e-11,2.6130334536216517e-14,0.9999999999130708,0.999999999999974,31.332975266238293,31.275680541992188,43.82827608407262,43.16606521606445,0.06390766617837762,0.0022298467811197
C,4,21.433175735473633,20.002338409423828,0.0027410296243278896,-0.0322688855230808,9.216160768016076e-11,5.209323098755159e-14,0.9999999999078384,0.999999999999948,30.60439357895449,30.58574104309082,41.0020965373947,40.31655502319336,0.07949940076011812,0.0034583220258355
C,5,21.498090065186283,20.120738983154297,0.0011507499638905671,-0.0418457873165607,5.4428428824460204e-09,1.0884779270406085e-13,0.9999999945571573,0.9999999999998912,29.749896120278233,29.848825454711918,39.16897583559335,38.44309997558594,0.11409327190845242,0.0053411028347909
C,6,21.69647319104298,20.216928482055664,0.005122905881263335,-0.0494584739208221,9.73669279059856e-08,2.168705482124417e-13,0.999999902633072,0.9999999999997832,29.077391685118158,29.15947532653809,38.15772055384625,37.5240592956543,0.16275352725580922,0.0075807347893714
C,7,21.905044927482145,20.630640029907227,-0.00017742871591562337,-0.0552308075129985,8.538787255920729e-07,6.60051765848102e-13,0.9999991461212744,0.99999999999934,28.012244882698518,28.04645729064941,37.01648182972368,36.33935928344727,0.20296604065423857,0.0088154021650552
C,8,22.261569498360874,21.622926712036133,0.020055536812617368,-0.015422579832375,1.1477189856131747e-05,1.3889809441502976e-12,0.9999885228101439,0.999999999998611,27.08193007204906,27.30245018005371,36.283390098479856,35.85761642456055,0.1957408850737451,0.0035924876574426
C,9,22.392167529830015,21.988399505615234,0.031416097703384216,0.0044695548713207,0.0005597335138016342,6.307639306701862e-12,0.9994402664861984,0.9999999999936924,25.752353159345418,25.78925895690918,35.29398188341095,35.05989074707031,0.21480461221606542,0.0083807166665792
C,10,22.469447058712145,22.18272399902344,0.0355003727674877,0.0125453434884548,0.001537992040745149,3.1080384793602533e-11,0.9984620079592548,0.9999999999689196,24.284752245073218,24.19444465637207,34.277956511141305,34.000465393066406,0.2718984111846185,0.0117431990802288
C,11,22.459461594547133,22.167842864990234,0.02503069104716541,-0.0027466036844998,0.002232148766756014,1.7066419111255726e-10,0.9977678512332439,0.999999999829336,22.685341353561864,22.491323471069336,33.268203096763195,33.03388595581055,0.2598170304772396,0.0089911269024014
C,12,22.494910891429488,22.36629867553711,0.05483053289480256,0.0399451367557048,0.00356611987826876,5.073782505249369e-10,0.9964338801217314,0.9999999994926216,21.437703955244462,21.401763916015625,32.46953065410436,32.4221305847168,0.2731843101717354,0.0123675186187028
C,13,22.49930011887148,22.36349868774414,0.06592471528551135,0.0466497354209423,0.0069180845031364575,4.680931642297992e-09,0.9930819154968636,0.9999999953190684,19.64188128269025,19.17976951599121,31.39085185668914,31.542634963989254,0.2609258189185585,0.0089503601193428
C,14,22.50415345249406,22.33197593688965,0.07144046050487282,0.0512079149484634,0.010927797859595592,1.46302614467686e-08,0.9890722021404044,0.9999999853697386,18.310383371534385,18.04017448425293,30.594656337434987,30.73365020751953,0.2613868790428427,0.0098443804308772
C,15,22.509663776259824,22.40764617919922,0.06270397695911827,0.0503941103816032,0.019470209799282275,1.118886245876638e-07,0.9805297902007177,0.9999998881113754,16.488222952755617,16.005762100219727,29.66013109322054,30.037986755371094,0.253149833769188,0.0112464278936386
C,16,22.518670733808033,22.45433616638184,0.0735063346645778,0.063529722392559,0.024293374845308743,4.761766376759624e-07,0.9757066251546912,0.9999995238233624,15.018527677779545,14.557476997375488,28.81609078862042,29.29214096069336,0.2722929501977888,0.0072967419400811
C,17,22.519480215785016,22.40192222595215,0.07637502710791501,0.0593041814863681,0.03755641156958581,3.0478418011625763e-06,0.9624435884304141,0.9999969521581988,13.398333654632141,12.70107650756836,27.964502034468286,28.65196418762207,0.21773905504670282,0.0057309721596539
C,18,22.522561940112745,22.441970825195312,0.08669724767148236,0.0722948163747787,0.05608361261606316,1.4300391740107443e-05,0.9439163873839368,0.99998569960826,11.705550943215965,11.155223846435549,26.81893287680617,28.00870704650879,0.23093663124578714,0.0058914944529533
C,19,22.52551409204322,22.50174903869629,0.09280934584765353,0.0891456454992294,0.08408134449595135,0.0001141128595918,0.9159186555040487,0.9998858871404082,9.907770986835393,9.078322410583496,25.466159340640957,27.084095001220703,0.20439812082637518,0.004298678599298
C,20,22.533908144020174,22.47236633300781,0.08981376187135999,0.0819659978151321,0.126521628227352,0.0015398376854136,0.8734783717726481,0.9984601623145865,7.782784236165543,6.476078033447266,23.779689614751142,25.9847469329834,0.17890216231925893,0.0028116509784013
C,21,22.53839388422219,22.49234962463379,0.10467907752771581,0.1015856340527534,0.35393552079159524,0.1195069029927253,0.6460644792084047,0.8804930970072746,3.866436514956184,2.1243810653686523,17.037128181418527,20.726539611816406,0.1343206186962839,0.0009946138598024
C,22,22.539222842756523,22.533615112304688,0.11545369154557653,0.1135463714599609,0.4542273970540478,0.3872952163219452,0.5457726029459521,0.6127047836780548,2.6462576514438645,0.9485679864883424,14.000874743469794,14.537429809570312,0.11809018271965536,0.0012546506477519
C,23,22.542514740357916,22.509632110595703,0.12383066597958488,0.1148448288440704,0.5159185986182955,0.5761687159538269,0.48408140138170447,0.4238312840461731,2.1429815253078526,0.5513547658920288,12.238140775872708,10.253218650817873,0.09551050977542207,0.0009737740037962
C,24,22.539762043320987,22.521455764770508,0.12389905884474654,0.1219946667551994,0.5692856754455584,0.704819917678833,0.4307143245544415,0.295180082321167,1.6872581001682636,0.3498129546642303,10.72412382449109,7.057462692260742,0.08922078236012564,0.000982126686722
C,25,22.541347592365312,22.45938873291016,0.12622104062852624,0.1140275225043296,0.602382371945567,0.7550202012062073,0.397617628054433,0.2449797987937927,1.413002306745622,0.2810107767581939,9.839067796782727,5.777637958526611,0.0626780101321188,0.0008310507400892
C,26,22.542079394237106,22.517765045166016,0.1291374498327734,0.1218240112066268,0.6565586441537676,0.8333162665367126,0.34344135584623225,0.1666837334632873,1.098815272063913,0.182342067360878,8.415546924358708,3.944753170013428,0.06136655360894293,0.0005445754504762
C,27,22.54216510542904,22.51837730407715,0.13153842658240697,0.1272383630275726,0.6782485528062636,0.8478037118911743,0.32175144719373633,0.1521962881088256,0.9289833166375425,0.1651061773300171,7.80376820396269,3.6062419414520255,0.05092483100523968,0.0005446392460726
C,28,22.54387608677508,22.546661376953125,0.13393060525924147,0.13605996966362,0.7174408290548345,0.8892301917076111,0.28255917094516547,0.1107698082923889,0.7842870076041107,0.117399163544178,6.807501116132838,2.534374952316284,0.04551142139390176,0.0003415550454519
C,29,22.541231490445423,22.44098663330078,0.13321311035238562,0.1153552308678627,0.7506826141215741,0.9106478095054626,0.24931738587842586,0.0893521904945373,0.6470412133274799,0.0935990586876869,5.949927786002216,2.0168232917785645,0.035486104061749596,0.0003244098625145
C,30,22.542410771932946,22.433000564575195,0.13258681188544036,0.1173447743058204,0.7855762358545325,0.9308155179023744,0.21442376414546754,0.0691844820976257,0.5355081811788955,0.0716941878199577,5.142051651342183,1.6577882766723633,0.03673726360154999,0.0002360149810556
C,31,22.542441906756665,22.474580764770508,0.1368107772301809,0.1240874677896499,0.8043425165613043,0.9421297907829284,0.19565748343869566,0.0578702092170715,0.44897601687535565,0.0596122033894062,4.573467944145738,1.334323167800903,0.029137375960258973,0.0001562713296152
C,32,22.540888259611933,22.440534591674805,0.13448469378259623,0.1231102719902992,0.8108202659453088,0.952569842338562,0.1891797340546912,0.0474301576614379,0.4551437457011194,0.0485918708145618,4.464309326789905,1.0923569202423096,0.035328197303898926,0.0002334489545319
C,33,22.539345753221628,22.47021102905273,0.13250466122986265,0.1234845221042633,0.8181788025263081,0.9548230171203612,0.18182119747369183,0.0451769828796386,0.42228182689600857,0.0462292917072773,4.238985485319449,1.0337861776351929,0.027827711168384835,0.0001760468148859
C,34,22.541117325288702,22.471525192260746,0.1345834576177146,0.1277187764644622,0.8219796721496804,0.948146641254425,0.17802032785031963,0.0518533587455749,0.406170601822372,0.0532460957765579,4.140947036569074,1.168554663658142,0.02890868551084642,0.0001530053123133
C,35,22.540385698525302,22.47561454772949,0.1352577010393304,0.1216066554188728,0.8034417018670328,0.9436456561088562,0.19655829813296713,0.0563543438911438,0.4501290701124753,0.0580045357346534,4.618620053638622,1.3081729412078855,0.03124857267716988,0.0001997529325308
C,36,22.542328829018466,22.473203659057617,0.1350020691111308,0.1237298622727394,0.8222221190328312,0.9534868001937866,0.17777788096716882,0.0465131998062133,0.415553344258608,0.0476297102868557,4.18309163558719,1.0846550464630127,0.028493252321848805,0.000213540814002
C,37,22.541806600639617,22.46759033203125,0.13640193484360996,0.1235249042510986,0.8111729826651023,0.944908857345581,0.18882701733489768,0.0550911426544189,0.434915089644449,0.0566667914390563,4.437949882170386,1.2714277505874634,0.032578520385794764,0.0002151569060515
