epoch,band,count,mean_grad_C,mean_grad_D,median_grad_C,median_grad_D,mean_diff,median_diff
21,0.8-1.0,1088,26.018545054337558,27.628759692696963,26.288113594055176,27.58893394470215,-1.6102146383594065,-1.458465576171875
22,0-0.2,94,0.8211166051300329,1.6993819004335897,0.26379910111427307,1.0802115201950073,-0.8782652953035567,-0.6303725093603135
22,0.2-0.4,3,5.447866121927897,6.2584225336710615,5.241577625274658,6.696165084838867,-0.8105564117431641,-2.270779609680176
22,0.4-0.6,3,12.500194549560547,11.092398007710775,12.396677017211914,11.080021858215332,1.4077965418497727,2.3378782272338885
22,0.6-0.8,5,20.294971084594728,18.643437957763673,19.257247924804688,17.952373504638672,1.6515331268310554,1.7273139953613281
22,0.8-1.0,833,25.067932672718136,27.35928850986806,25.184579849243164,27.283544540405277,-2.2913558371499234,-2.3101634979248047
23,0-0.2,117,0.8684637993101516,1.6367807167962305,0.3083250522613525,1.3839401006698608,-0.7683169174860789,-0.3920692205429077
23,0.2-0.4,8,5.738257825374603,7.434619724750519,5.6478354930877686,7.8495941162109375,-1.6963618993759155,-1.9670121669769287
23,0.4-0.6,1,8.083255767822266,12.629606246948242,8.083255767822266,12.629606246948242,-4.546350479125977,-4.546350479125977
23,0.6-0.8,5,18.37055950164795,17.16745376586914,17.392318725585938,17.61444664001465,1.2031057357788082,1.7841796875
23,0.8-1.0,707,24.697520510985118,27.274473805407318,24.58230972290039,27.15870475769043,-2.5769532944221982,-2.8084087371826136
24,0-0.2,127,0.73799248857288,1.381798797422712,0.1951324939727783,0.9697557091712952,-0.643806308849832,-0.398673165589571
24,0.2-0.4,7,6.860246283667428,7.228578499385288,7.240358829498291,7.315253257751465,-0.3683322157178604,-0.9149365425109863
24,0.4-0.6,3,12.233686447143555,12.602992375691732,13.175291061401367,12.498153686523438,-0.36930592854817884,0.6771373748779297
24,0.6-0.8,7,16.695675441196986,16.87484836578369,15.829357147216797,16.603755950927734,-0.1791729245867048,-1.5516700744628906
24,0.8-1.0,598,24.129618780270068,27.079245267504433,24.21121311187744,27.087064743041992,-2.9496264872343643,-2.8393383026123047
25,0-0.2,149,0.7366870135232383,1.6758587167460797,0.2448864579200744,1.4292441606521606,-0.9391717032228414,-0.8148799575865269
25,0.2-0.4,7,7.039010184151786,6.8834187643868585,7.478769302368164,5.891534328460693,0.1555914197649277,0.34755897521972656
25,0.4-0.6,5,11.709189796447754,13.027212524414063,12.289034843444824,11.97757053375244,-1.3180227279663075,-1.4329700469970685
25,0.6-0.8,8,17.16423523426056,17.375625610351562,17.166293144226074,17.644914627075195,-0.21139037609100342,-0.6455717086791992
25,0.8-1.0,511,23.933135620535236,26.725288850220682,23.88356590270996,26.772634506225582,-2.7921532296854457,-2.805521011352539
26,0-0.2,157,0.61096150536538,1.5313491635009717,0.1996016800403595,0.9719634652137756,-0.9203876581355918,-0.5561213642358781
26,0.2-0.4,3,6.4514266649882,6.646573066711426,5.824919700622559,6.4079766273498535,-0.19514640172322592,-0.6778068542480469
26,0.4-0.6,13,12.71870466379019,11.880026523883526,12.906135559082031,11.69245433807373,0.8386781399066631,1.7728261947631836
26,0.6-0.8,12,18.231082280476887,17.46541968981425,18.87509250640869,17.822525024414062,0.7656625906626385,0.8130016326904332
26,0.8-1.0,388,23.45072951267675,26.78055738665394,23.659667015075684,26.760313034057617,-3.329827873977189,-3.6114206314086896
27,0-0.2,196,0.8096363699064847,1.7087249244807992,0.2656784802675247,1.4364168643951416,-0.8990885545743145,-0.86900170147419
27,0.2-0.4,4,8.351581931114197,7.622852802276611,8.40682601928711,7.43651270866394,0.7287291288375854,1.277332067489624
27,0.4-0.6,3,13.058723131815592,11.640480995178223,13.520856857299805,12.625691413879396,1.4182421366373692,-0.0025300979614257812
27,0.6-0.8,8,16.534676671028137,18.49694585800171,15.35196304321289,17.902918815612793,-1.9622691869735724,-1.828864574432373
27,0.8-1.0,323,23.184094644552413,26.54867905064633,23.476789474487305,26.77259063720703,-3.364584406093916,-3.485858917236328
28,0-0.2,216,0.7912455031204175,1.6799753248708806,0.3166429102420807,1.4473507404327393,-0.888729821750463,-0.6133104711771011
28,0.2-0.4,9,6.7666108343336315,7.083274258507623,6.602263450622559,7.055922508239746,-0.31666342417399107,-0.45319461822509766
28,0.4-0.6,6,12.209277788798014,11.417477289835611,11.976059913635254,11.290173053741455,0.7918004989624011,1.5979452133178702
28,0.6-0.8,6,17.849849541982014,17.236683050791424,18.928305625915527,18.202075004577637,0.6131664911905927,0.2957649230957049
28,0.8-1.0,274,22.8090350645302,26.622439238276794,22.5731143951416,26.627517700195312,-3.8134041737465965,-3.7164011001586967
29,0-0.2,229,0.5464983403534774,1.4440968138731072,0.1802685111761093,1.0329880714416504,-0.8975984735196297,-0.5623809788376093
29,0.2-0.4,11,7.353818806734952,7.645386739210649,7.295202732086182,7.745001316070557,-0.2915679324756974,0.006247520446777344
29,0.4-0.6,6,12.034071286519369,11.630436897277832,12.917579174041748,11.39806079864502,0.4036343892415368,1.680135726928711
29,0.6-0.8,4,16.37555241584778,15.413057804107666,16.066452980041504,16.018452644348145,0.9624946117401132,0.8587961196899432
29,0.8-1.0,213,22.531741388526882,26.32627134815628,22.5704345703125,26.370229721069336,-3.7945299596293993,-3.65045166015625
30,0-0.2,261,0.7210602290535072,1.9077097599414021,0.2161890417337417,1.5956298112869265,-1.186649530887895,-0.7901942580938339
30,0.2-0.4,10,7.27782793045044,7.348083972930908,7.236546039581299,7.036023855209351,-0.07025604248046866,0.3735218048095703
30,0.4-0.6,6,11.835411787033081,11.520291805267334,12.270195960998535,11.140016078948975,0.31511998176574646,-0.9380593299865732
30,0.6-0.8,4,17.54988980293274,16.639161109924316,18.092479705810547,16.660470008850098,0.9107286930084242,0.8721814155578622
30,0.8-1.0,160,23.168432039022445,26.181622862815857,23.361811637878418,26.008410453796387,-3.013190823793411,-3.312546730041502
31,0-0.2,322,0.7232968110455777,1.8322473278483202,0.2344716265797615,1.5725187063217163,-1.1089505168027425,-0.9186015427112579
31,0.2-0.4,23,6.333364870237268,7.294034190799879,5.7881622314453125,7.331377983093262,-0.9606693205626113,-0.9901671409606934
31,0.4-0.6,4,9.266973614692688,13.239124774932861,9.221290111541748,13.18500566482544,-3.972151160240174,-4.071953773498537
31,0.6-0.8,9,16.841713905334473,15.891637272304958,17.481897354125977,15.516379356384276,0.9500766330295138,2.153475761413574
31,0.8-1.0,127,21.204135451729844,25.779040734598954,20.54189682006836,25.99375534057617,-4.574905282869114,-4.533922195434567
32,0-0.2,354,0.66346893367569,1.7841896718340968,0.2791820168495178,1.4846032857894897,-1.1207207381584068,-0.8305794149637222
32,0.2-0.4,10,7.413321399688721,7.292831516265869,7.558562755584717,7.933280944824219,0.12048988342285138,-0.1653978824615483
32,0.4-0.6,7,11.489846297672816,10.299500397273473,12.065200805664062,10.725245475769045,1.1903459003993435,1.4736852645874023
32,0.6-0.8,2,14.229803085327148,20.781272888183594,14.229803085327148,20.781272888183594,-6.551469802856447,-6.551469802856447
32,0.8-1.0,132,22.04221739913478,25.630691528320312,21.69266700744629,25.64827537536621,-3.588474129185532,-3.3639941215515137
33,0-0.2,334,0.6041328709614031,1.6563590414616283,0.1771145015954971,1.219083547592163,-1.0522261705002252,-0.7369590178132057
33,0.2-0.4,12,6.251024623711904,7.4664978583653765,5.954839706420898,7.364665985107422,-1.215473234653473,-1.5748307704925537
33,0.4-0.6,7,11.672579492841448,11.585716111319405,12.14414405822754,11.336536407470703,0.08686338152204266,0.8540134429931641
33,0.6-0.8,4,12.915555953979492,16.274815320968628,12.641172409057617,16.73719835281372,-3.3592593669891366,-2.38951063156128
33,0.8-1.0,124,21.318787928550474,25.71640391503611,20.84658145904541,25.46277713775635,-4.3976159864856355,-4.386136054992679
34,0-0.2,320,0.551317274689427,1.6628588171275624,0.1511186733841896,1.3563677668571472,-1.1115415424381354,-0.8812480366323143
34,0.2-0.4,12,6.888737718264262,7.259787678718567,6.617260456085205,7.415784597396851,-0.3710499604543049,-0.15407824516296342
34,0.4-0.6,14,11.181293964385986,12.278873239244733,11.796868324279785,11.896467685699463,-1.0975792748587474,-1.7622451782226562
34,0.6-0.8,10,15.59519100189209,17.697755908966066,15.954092502593994,18.010144233703613,-2.1025649070739747,-1.0298805236816406
34,0.8-1.0,99,21.45545887224602,25.221502438940185,20.78915786743164,25.10206413269043,-3.7660435666941634,-4.53190803527832
35,0-0.2,313,0.629332340366788,1.6839264773855955,0.191234603524208,1.2397913932800293,-1.0545941370188077,-0.741142988204956
35,0.2-0.4,9,6.080265310075548,6.364454799228245,5.9501800537109375,5.733510971069336,-0.2841894891526963,-0.6820411682128906
35,0.4-0.6,9,9.685401863522,11.776980717976889,8.874176979064941,11.32248592376709,-2.0915788544548883,-2.3650598526000977
35,0.6-0.8,6,15.296583811442057,17.486058235168457,16.116012573242188,17.243526458740234,-2.1894744237264008,-2.130315303802491
35,0.8-1.0,131,22.122001596989524,25.66933693776604,22.15448570251465,25.229360580444336,-3.5473353407765162,-3.740558624267578
36,0-0.2,381,0.5716873511047624,1.8093922225840322,0.2047241181135177,1.4752496480941772,-1.2377048714792698,-1.0058847256004813
36,0.2-0.4,10,7.148995971679687,6.787604475021363,6.676244020462036,7.405261039733887,0.3613914966583254,1.4373986721038818
36,0.4-0.6,6,10.33112096786499,11.949642658233643,9.815188884735107,10.597291946411133,-1.6185216903686523,-1.0330605506896973
36,0.6-0.8,6,15.439571539560953,17.962289174397785,14.897108554840088,17.966060638427734,-2.522717634836834,-1.5943198204040536
36,0.8-1.0,110,22.28018110448664,25.826838952844792,22.0869779586792,25.77670669555664,-3.546657848358154,-2.912415504455563
37,0-0.2,339,0.6958836794985049,1.7672878634837075,0.1999343335628509,1.5088225603103638,-1.0714041839852024,-0.8481219857931137
37,0.2-0.4,17,6.513888499316047,6.908780574798584,6.395689010620117,6.638749599456787,-0.3948920754825367,-0.4721546173095703
37,0.4-0.6,2,13.455261707305908,12.248752117156982,13.455261707305908,12.248752117156982,1.206509590148924,1.206509590148924
37,0.6-0.8,8,14.797823071479797,16.475674390792847,13.110198974609377,15.78412675857544,-1.6778513193130475,-2.2718548774719203
37,0.8-1.0,126,22.1513628656902,25.412835083310565,22.14243507385254,24.955702781677246,-3.2614722176203657,-3.222301483154297
38,0-0.2,368,0.7258813390292388,1.7062209660551795,0.2201406136155128,1.3127939105033875,-0.9803396270259406,-0.8129695653915407
38,0.2-0.4,16,6.33222471177578,7.054001435637474,6.229933023452759,6.9354567527771,-0.7217767238616943,-0.6276078224182129
38,0.4-0.6,8,11.541798830032349,12.405481457710266,11.528518199920654,13.339892387390137,-0.8636826276779175,-0.6214632987976074
38,0.6-0.8,7,16.648683956691197,16.326698848179408,17.226978302001953,15.793232917785645,0.32198510851178774,1.0454044342041016
38,0.8-1.0,130,22.29676419038039,25.46856442964994,22.005727767944336,25.325729370117188,-3.1718002392695497,-3.027017593383791
39,0-0.2,349,0.7979671808902756,1.7113158311561434,0.2421604394912719,1.2474887371063232,-0.9133486502658676,-0.7228147983551025
39,0.2-0.4,12,6.751074870427449,6.295066475868225,6.626081466674805,6.329315185546875,0.45600839455922443,0.2845184803009033
39,0.4-0.6,10,12.528097152709961,11.409292507171632,12.626442432403564,11.314212799072266,1.1188046455383303,0.7346572875976571
39,0.6-0.8,4,17.648171424865723,17.546777725219727,16.138580322265625,15.74522066116333,0.1013936996459961,0.2913670539855957
39,0.8-1.0,103,21.309777991285603,25.513563082056137,20.67170143127441,25.72417449951172,-4.203785090770536,-4.109113693237305
40,0-0.2,389,0.5863506467269995,1.828728752945739,0.1725898832082748,1.5887024402618408,-1.2423781062187393,-0.9655312299728394
40,0.2-0.4,11,5.971614425832575,6.52380522814664,5.851248741149902,6.347788333892822,-0.5521908023140647,-0.8103866577148438
40,0.4-0.6,9,10.545171154869927,10.798738585578072,10.75114917755127,10.930952072143556,-0.253567430708143,0.48314380645751775
40,0.6-0.8,10,16.07668514251709,16.69079418182373,16.26268196105957,15.978947639465332,-0.6141090393066412,-0.08625984191894531
40,0.8-1.0,109,21.869612378811617,25.631729405954342,21.423978805541992,25.396970748901367,-3.762117027142726,-3.434967041015625
